date,base_currency,quote_currency,rate
2022-08-26,EUR,USD,0.9316567293
2022-08-29,EUR,EUR,1.0000000000
2022-08-29,EUR,GBP,1.1534961740
2022-08-29,EUR,USD,0.9333012203
2022-08-30,EUR,EUR,1.0000000000
2022-08-30,EUR,GBP,1.1472304100
2022-08-30,EUR,USD,0.9343444863
2022-08-31,EUR,EUR,1.0000000000
2022-08-31,EUR,GBP,1.1465200016
2022-08-31,EUR,USD,0.9403120258
2022-09-01,EUR,EUR,1.0000000000
2022-09-01,EUR,GBP,1.1527270120
2022-09-01,EUR,USD,0.9351914701
2022-09-02,EUR,EUR,1.0000000000
2022-09-02,EUR,GBP,1.1491546850
2022-09-02,EUR,USD,0.9355330366
2022-09-05,EUR,EUR,1.0000000000
2022-09-05,EUR,GBP,1.1492173953
2022-09-05,EUR,USD,0.9328244509
2022-09-06,EUR,EUR,1.0000000000
2022-09-06,EUR,GBP,1.1430092284
2022-09-06,EUR,USD,0.9331848125
2022-09-07,EUR,EUR,1.0000000000
2022-09-07,EUR,GBP,1.1430608671
2022-09-07,EUR,USD,0.9381181929
2022-09-08,EUR,EUR,1.0000000000
2022-09-08,EUR,GBP,1.1420499868
2022-09-08,EUR,USD,0.9344146613
2022-09-09,EUR,EUR,1.0000000000
2022-09-09,EUR,GBP,1.1433081370
2022-09-09,EUR,USD,0.9358306438
2022-09-12,EUR,EUR,1.0000000000
2022-09-12,EUR,GBP,1.1434220716
2022-09-12,EUR,USD,0.9401476188
2022-09-13,EUR,EUR,1.0000000000
2022-09-13,EUR,GBP,1.1509871521
2022-09-13,EUR,USD,0.9301881616
2022-09-14,EUR,EUR,1.0000000000
2022-09-14,EUR,GBP,1.1617142259
2022-09-14,EUR,USD,0.9261829176
2022-09-15,EUR,EUR,1.0000000000
2022-09-15,EUR,GBP,1.1581872923
2022-09-15,EUR,USD,0.9297239940
2022-09-16,EUR,EUR,1.0000000000
2022-09-16,EUR,GBP,1.1619197105
2022-09-16,EUR,USD,0.9249176344
2022-09-19,EUR,EUR,1.0000000000
2022-09-19,EUR,GBP,1.1647760684
2022-09-19,EUR,USD,0.9262320435
2022-09-20,EUR,EUR,1.0000000000
2022-09-20,EUR,GBP,1.1705986165
2022-09-20,EUR,USD,0.9227939401
2022-09-21,EUR,EUR,1.0000000000
2022-09-21,EUR,GBP,1.1623574446
2022-09-21,EUR,USD,0.9282192790
2022-09-22,EUR,EUR,1.0000000000
2022-09-22,EUR,GBP,1.1606399714
2022-09-22,EUR,USD,0.9295868325
2022-09-23,EUR,EUR,1.0000000000
2022-09-23,EUR,GBP,1.1606471639
2022-09-23,EUR,USD,0.9318706518
2022-09-26,EUR,EUR,1.0000000000
2022-09-26,EUR,GBP,1.1642074108
2022-09-26,EUR,USD,0.9278800584
2022-09-27,EUR,EUR,1.0000000000
2022-09-27,EUR,GBP,1.1723980253
2022-09-27,EUR,USD,0.9231783187
2022-09-28,EUR,EUR,1.0000000000
2022-09-28,EUR,GBP,1.1753687688
2022-09-28,EUR,USD,0.9222982939
2022-09-29,EUR,EUR,1.0000000000
2022-09-29,EUR,GBP,1.1741038756
2022-09-29,EUR,USD,0.9198490429
2022-09-30,EUR,EUR,1.0000000000
2022-09-30,EUR,GBP,1.1742233999
2022-09-30,EUR,USD,0.9272088967
2022-10-03,EUR,EUR,1.0000000000
2022-10-03,EUR,GBP,1.1801438457
2022-10-03,EUR,USD,0.9265523491
2022-10-04,EUR,EUR,1.0000000000
2022-10-04,EUR,GBP,1.1856795762
2022-10-04,EUR,USD,0.9223758188
2022-10-05,EUR,EUR,1.0000000000
2022-10-05,EUR,GBP,1.1844596466
2022-10-05,EUR,USD,0.9191593822
2022-10-06,EUR,EUR,1.0000000000
2022-10-06,EUR,GBP,1.1835144181
2022-10-06,EUR,USD,0.9217948904
2022-10-07,EUR,EUR,1.0000000000
2022-10-07,EUR,GBP,1.1937912372
2022-10-07,EUR,USD,0.9117378086
2022-10-10,EUR,EUR,1.0000000000
2022-10-10,EUR,GBP,1.1918666149
2022-10-10,EUR,USD,0.9154806468
2022-10-11,EUR,EUR,1.0000000000
2022-10-11,EUR,GBP,1.1917603374
2022-10-11,EUR,USD,0.9193907310
2022-10-12,EUR,EUR,1.0000000000
2022-10-12,EUR,GBP,1.1908131910
2022-10-12,EUR,USD,0.9207304178
2022-10-13,EUR,EUR,1.0000000000
2022-10-13,EUR,GBP,1.1923942485
2022-10-13,EUR,USD,0.9167399841
2022-10-14,EUR,EUR,1.0000000000
2022-10-14,EUR,GBP,1.2040340458
2022-10-14,EUR,USD,0.9144924067
2022-10-17,EUR,EUR,1.0000000000
2022-10-17,EUR,GBP,1.1935746470
2022-10-17,EUR,USD,0.9227176714
2022-10-18,EUR,EUR,1.0000000000
2022-10-18,EUR,GBP,1.1995470894
2022-10-18,EUR,USD,0.9165536491
2022-10-19,EUR,EUR,1.0000000000
2022-10-19,EUR,GBP,1.1955105786
2022-10-19,EUR,USD,0.9209219396
2022-10-20,EUR,EUR,1.0000000000
2022-10-20,EUR,GBP,1.2009830517
2022-10-20,EUR,USD,0.9100087703
2022-10-21,EUR,EUR,1.0000000000
2022-10-21,EUR,GBP,1.2117275577
2022-10-21,EUR,USD,0.9036768029
2022-10-24,EUR,EUR,1.0000000000
2022-10-24,EUR,GBP,1.2107728975
2022-10-24,EUR,USD,0.9039879008
2022-10-25,EUR,EUR,1.0000000000
2022-10-25,EUR,GBP,1.2043723971
2022-10-25,EUR,USD,0.9097719877
2022-10-26,EUR,EUR,1.0000000000
2022-10-26,EUR,GBP,1.2103392199
2022-10-26,EUR,USD,0.9033657106
2022-10-27,EUR,EUR,1.0000000000
2022-10-27,EUR,GBP,1.2165329349
2022-10-27,EUR,USD,0.8981182846
2022-10-28,EUR,EUR,1.0000000000
2022-10-28,EUR,GBP,1.2168545625
2022-10-28,EUR,USD,0.9018327463
2022-10-31,EUR,EUR,1.0000000000
2022-10-31,EUR,GBP,1.2242626833
2022-10-31,EUR,USD,0.8942306202
2022-11-01,EUR,EUR,1.0000000000
2022-11-01,EUR,GBP,1.2128369193
2022-11-01,EUR,USD,0.9026924487
2022-11-02,EUR,EUR,1.0000000000
2022-11-02,EUR,GBP,1.2087109037
2022-11-02,EUR,USD,0.9140528057
2022-11-03,EUR,EUR,1.0000000000
2022-11-03,EUR,GBP,1.2091802015
2022-11-03,EUR,USD,0.9209987824
2022-11-04,EUR,EUR,1.0000000000
2022-11-04,EUR,GBP,1.2223681699
2022-11-04,EUR,USD,0.9137762935
2022-11-07,EUR,EUR,1.0000000000
2022-11-07,EUR,GBP,1.2316031891
2022-11-07,EUR,USD,0.9059951341
2022-11-08,EUR,EUR,1.0000000000
2022-11-08,EUR,GBP,1.2198970133
2022-11-08,EUR,USD,0.9098616347
2022-11-09,EUR,EUR,1.0000000000
2022-11-09,EUR,GBP,1.2243702379
2022-11-09,EUR,USD,0.9060099194
2022-11-10,EUR,EUR,1.0000000000
2022-11-10,EUR,GBP,1.2323551824
2022-11-10,EUR,USD,0.9019082923
2022-11-11,EUR,EUR,1.0000000000
2022-11-11,EUR,GBP,1.2362821552
2022-11-11,EUR,USD,0.8941623037
2022-11-14,EUR,EUR,1.0000000000
2022-11-14,EUR,GBP,1.2357517044
2022-11-14,EUR,USD,0.9001788832
2022-11-15,EUR,EUR,1.0000000000
2022-11-15,EUR,GBP,1.2292940709
2022-11-15,EUR,USD,0.9050499169
2022-11-16,EUR,EUR,1.0000000000
2022-11-16,EUR,GBP,1.2367141947
2022-11-16,EUR,USD,0.9036997273
2022-11-17,EUR,EUR,1.0000000000
2022-11-17,EUR,GBP,1.2362892156
2022-11-17,EUR,USD,0.9073698689
2022-11-18,EUR,EUR,1.0000000000
2022-11-18,EUR,GBP,1.2305898291
2022-11-18,EUR,USD,0.9124752757
2022-11-21,EUR,EUR,1.0000000000
2022-11-21,EUR,GBP,1.2323770721
2022-11-21,EUR,USD,0.9033689328
2022-11-22,EUR,EUR,1.0000000000
2022-11-22,EUR,GBP,1.2337971359
2022-11-22,EUR,USD,0.9057419745
2022-11-23,EUR,EUR,1.0000000000
2022-11-23,EUR,GBP,1.2366108608
2022-11-23,EUR,USD,0.9058941697
2022-11-24,EUR,EUR,1.0000000000
2022-11-24,EUR,GBP,1.2422761955
2022-11-24,EUR,USD,0.9063475344
2022-11-25,EUR,EUR,1.0000000000
2022-11-25,EUR,GBP,1.2311676501
2022-11-25,EUR,USD,0.9156011339
2022-11-28,EUR,EUR,1.0000000000
2022-11-28,EUR,GBP,1.2324085783
2022-11-28,EUR,USD,0.9122497519
2022-11-29,EUR,EUR,1.0000000000
2022-11-29,EUR,GBP,1.2332110447
2022-11-29,EUR,USD,0.9142004077
2022-11-30,EUR,EUR,1.0000000000
2022-11-30,EUR,GBP,1.2287348219
2022-11-30,EUR,USD,0.9170936533
2022-12-01,EUR,EUR,1.0000000000
2022-12-01,EUR,GBP,1.2255456616
2022-12-01,EUR,USD,0.9142999338
2022-12-02,EUR,EUR,1.0000000000
2022-12-02,EUR,GBP,1.2252533172
2022-12-02,EUR,USD,0.9132971601
2022-12-05,EUR,EUR,1.0000000000
2022-12-05,EUR,GBP,1.2217496751
2022-12-05,EUR,USD,0.9190755487
2022-12-06,EUR,EUR,1.0000000000
2022-12-06,EUR,GBP,1.2250575765
2022-12-06,EUR,USD,0.9142548777
2022-12-07,EUR,EUR,1.0000000000
2022-12-07,EUR,GBP,1.2305249223
2022-12-07,EUR,USD,0.9190707815
2022-12-08,EUR,EUR,1.0000000000
2022-12-08,EUR,GBP,1.2251864312
2022-12-08,EUR,USD,0.9229692159
2022-12-09,EUR,EUR,1.0000000000
2022-12-09,EUR,GBP,1.2220113435
2022-12-09,EUR,USD,0.9247597414
2022-12-12,EUR,EUR,1.0000000000
2022-12-12,EUR,GBP,1.2229550674
2022-12-12,EUR,USD,0.9212583325
2022-12-13,EUR,EUR,1.0000000000
2022-12-13,EUR,GBP,1.2159999126
2022-12-13,EUR,USD,0.9160654226
2022-12-14,EUR,EUR,1.0000000000
2022-12-14,EUR,GBP,1.2136966416
2022-12-14,EUR,USD,0.9231335832
2022-12-15,EUR,EUR,1.0000000000
2022-12-15,EUR,GBP,1.2107745269
2022-12-15,EUR,USD,0.9321350975
2022-12-16,EUR,EUR,1.0000000000
2022-12-16,EUR,GBP,1.2122092438
2022-12-16,EUR,USD,0.9298934069
2022-12-19,EUR,EUR,1.0000000000
2022-12-19,EUR,GBP,1.2116405265
2022-12-19,EUR,USD,0.9241796475
2022-12-20,EUR,EUR,1.0000000000
2022-12-20,EUR,GBP,1.2148757626
2022-12-20,EUR,USD,0.9186301173
2022-12-21,EUR,EUR,1.0000000000
2022-12-21,EUR,GBP,1.2236876767
2022-12-21,EUR,USD,0.9109656533
2022-12-22,EUR,EUR,1.0000000000
2022-12-22,EUR,GBP,1.2235244840
2022-12-22,EUR,USD,0.9162165978
2022-12-23,EUR,EUR,1.0000000000
2022-12-23,EUR,GBP,1.2218346846
2022-12-23,EUR,USD,0.9217260245
2022-12-26,EUR,EUR,1.0000000000
2022-12-26,EUR,GBP,1.2228286203
2022-12-26,EUR,USD,0.9220195678
2022-12-27,EUR,EUR,1.0000000000
2022-12-27,EUR,GBP,1.2279750747
2022-12-27,EUR,USD,0.9180905358
2022-12-28,EUR,EUR,1.0000000000
2022-12-28,EUR,GBP,1.2232150729
2022-12-28,EUR,USD,0.9153404018
2022-12-29,EUR,EUR,1.0000000000
2022-12-29,EUR,GBP,1.2305367352
2022-12-29,EUR,USD,0.9156724798
2022-12-30,EUR,EUR,1.0000000000
2022-12-30,EUR,GBP,1.2326497009
2022-12-30,EUR,USD,0.9143398962
2023-01-02,EUR,EUR,1.0000000000
2023-01-02,EUR,GBP,1.2514572558
2023-01-02,EUR,USD,0.9064706532
2023-01-03,EUR,EUR,1.0000000000
2023-01-03,EUR,GBP,1.2488618308
2023-01-03,EUR,USD,0.9104723616
2023-01-04,EUR,EUR,1.0000000000
2023-01-04,EUR,GBP,1.2559325718
2023-01-04,EUR,USD,0.9029480745
2023-01-05,EUR,EUR,1.0000000000
2023-01-05,EUR,GBP,1.2498968828
2023-01-05,EUR,USD,0.9022160823
2023-01-06,EUR,EUR,1.0000000000
2023-01-06,EUR,GBP,1.2419504167
2023-01-06,EUR,USD,0.9081660461
2023-01-09,EUR,EUR,1.0000000000
2023-01-09,EUR,GBP,1.2375794989
2023-01-09,EUR,USD,0.9149127286
2023-01-10,EUR,EUR,1.0000000000
2023-01-10,EUR,GBP,1.2469782082
2023-01-10,EUR,USD,0.9108392907
2023-01-11,EUR,EUR,1.0000000000
2023-01-11,EUR,GBP,1.2346861887
2023-01-11,EUR,USD,0.9149052679
2023-01-12,EUR,EUR,1.0000000000
2023-01-12,EUR,GBP,1.2336401089
2023-01-12,EUR,USD,0.9201524814
2023-01-13,EUR,EUR,1.0000000000
2023-01-13,EUR,GBP,1.2403664369
2023-01-13,EUR,USD,0.9174345013
2023-01-16,EUR,EUR,1.0000000000
2023-01-16,EUR,GBP,1.2399623485
2023-01-16,EUR,USD,0.9139318838
2023-01-17,EUR,EUR,1.0000000000
2023-01-17,EUR,GBP,1.2429849689
2023-01-17,EUR,USD,0.9157380875
2023-01-18,EUR,EUR,1.0000000000
2023-01-18,EUR,GBP,1.2481740312
2023-01-18,EUR,USD,0.9167166226
2023-01-19,EUR,EUR,1.0000000000
2023-01-19,EUR,GBP,1.2433523794
2023-01-19,EUR,USD,0.9245300222
2023-01-20,EUR,EUR,1.0000000000
2023-01-20,EUR,GBP,1.2368830227
2023-01-20,EUR,USD,0.9264730465
2023-01-23,EUR,EUR,1.0000000000
2023-01-23,EUR,GBP,1.2358419400
2023-01-23,EUR,USD,0.9279549881
2023-01-24,EUR,EUR,1.0000000000
2023-01-24,EUR,GBP,1.2260269263
2023-01-24,EUR,USD,0.9343099498
2023-01-25,EUR,EUR,1.0000000000
2023-01-25,EUR,GBP,1.2260883866
2023-01-25,EUR,USD,0.9382700852
2023-01-26,EUR,EUR,1.0000000000
2023-01-26,EUR,GBP,1.2242637989
2023-01-26,EUR,USD,0.9416082296
2023-01-27,EUR,EUR,1.0000000000
2023-01-27,EUR,GBP,1.2279002796
2023-01-27,EUR,USD,0.9376506516
2023-01-30,EUR,EUR,1.0000000000
2023-01-30,EUR,GBP,1.2331564608
2023-01-30,EUR,USD,0.9340080812
2023-01-31,EUR,EUR,1.0000000000
2023-01-31,EUR,GBP,1.2334619230
2023-01-31,EUR,USD,0.9356109958
2023-02-01,EUR,EUR,1.0000000000
2023-02-01,EUR,GBP,1.2372314041
2023-02-01,EUR,USD,0.9325812337
2023-02-02,EUR,EUR,1.0000000000
2023-02-02,EUR,GBP,1.2431404425
2023-02-02,EUR,USD,0.9319139368
2023-02-03,EUR,EUR,1.0000000000
2023-02-03,EUR,GBP,1.2420936446
2023-02-03,EUR,USD,0.9390861806
2023-02-06,EUR,EUR,1.0000000000
2023-02-06,EUR,GBP,1.2371393572
2023-02-06,EUR,USD,0.9357507104
2023-02-07,EUR,EUR,1.0000000000
2023-02-07,EUR,GBP,1.2269923153
2023-02-07,EUR,USD,0.9441768833
2023-02-08,EUR,EUR,1.0000000000
2023-02-08,EUR,GBP,1.2297540427
2023-02-08,EUR,USD,0.9467310723
2023-02-09,EUR,EUR,1.0000000000
2023-02-09,EUR,GBP,1.2261247399
2023-02-09,EUR,USD,0.9512682301
2023-02-10,EUR,EUR,1.0000000000
2023-02-10,EUR,GBP,1.2265862804
2023-02-10,EUR,USD,0.9519744015
2023-02-13,EUR,EUR,1.0000000000
2023-02-13,EUR,GBP,1.2249124827
2023-02-13,EUR,USD,0.9552987475
2023-02-14,EUR,EUR,1.0000000000
2023-02-14,EUR,GBP,1.2205982893
2023-02-14,EUR,USD,0.9569952445
2023-02-15,EUR,EUR,1.0000000000
2023-02-15,EUR,GBP,1.2220930889
2023-02-15,EUR,USD,0.9551763947
2023-02-16,EUR,EUR,1.0000000000
2023-02-16,EUR,GBP,1.2165656665
2023-02-16,EUR,USD,0.9526453913
2023-02-17,EUR,EUR,1.0000000000
2023-02-17,EUR,GBP,1.2190080088
2023-02-17,EUR,USD,0.9527344673
2023-02-20,EUR,EUR,1.0000000000
2023-02-20,EUR,GBP,1.2353656547
2023-02-20,EUR,USD,0.9385999331
2023-02-21,EUR,EUR,1.0000000000
2023-02-21,EUR,GBP,1.2325631359
2023-02-21,EUR,USD,0.9409471387
2023-02-22,EUR,EUR,1.0000000000
2023-02-22,EUR,GBP,1.2329279210
2023-02-22,EUR,USD,0.9373450853
2023-02-23,EUR,EUR,1.0000000000
2023-02-23,EUR,GBP,1.2387069419
2023-02-23,EUR,USD,0.9249217060
2023-02-24,EUR,EUR,1.0000000000
2023-02-24,EUR,GBP,1.2327298349
2023-02-24,EUR,USD,0.9256569515
2023-02-27,EUR,EUR,1.0000000000
2023-02-27,EUR,GBP,1.2291551673
2023-02-27,EUR,USD,0.9255667380
2023-02-28,EUR,EUR,1.0000000000
2023-02-28,EUR,GBP,1.2323101454
2023-02-28,EUR,USD,0.9279001926
2023-03-01,EUR,EUR,1.0000000000
2023-03-01,EUR,GBP,1.2248599819
2023-03-01,EUR,USD,0.9312610919
2023-03-02,EUR,EUR,1.0000000000
2023-03-02,EUR,GBP,1.2281969704
2023-03-02,EUR,USD,0.9315449337
2023-03-03,EUR,EUR,1.0000000000
2023-03-03,EUR,GBP,1.2324435121
2023-03-03,EUR,USD,0.9283388360
2023-03-06,EUR,EUR,1.0000000000
2023-03-06,EUR,GBP,1.2329196627
2023-03-06,EUR,USD,0.9279496831
2023-03-07,EUR,EUR,1.0000000000
2023-03-07,EUR,GBP,1.2358447135
2023-03-07,EUR,USD,0.9231266901
2023-03-08,EUR,EUR,1.0000000000
2023-03-08,EUR,GBP,1.2325433792
2023-03-08,EUR,USD,0.9255352083
2023-03-09,EUR,EUR,1.0000000000
2023-03-09,EUR,GBP,1.2233909787
2023-03-09,EUR,USD,0.9227004093
2023-03-10,EUR,EUR,1.0000000000
2023-03-10,EUR,GBP,1.2189543039
2023-03-10,EUR,USD,0.9254954675
2023-03-13,EUR,EUR,1.0000000000
2023-03-13,EUR,GBP,1.2051885896
2023-03-13,EUR,USD,0.9348675158
2023-03-14,EUR,EUR,1.0000000000
2023-03-14,EUR,GBP,1.2092123364
2023-03-14,EUR,USD,0.9329952142
2023-03-15,EUR,EUR,1.0000000000
2023-03-15,EUR,GBP,1.2086360941
2023-03-15,EUR,USD,0.9288556985
2023-03-16,EUR,EUR,1.0000000000
2023-03-16,EUR,GBP,1.2166299503
2023-03-16,EUR,USD,0.9205197432
2023-03-17,EUR,EUR,1.0000000000
2023-03-17,EUR,GBP,1.2162316550
2023-03-17,EUR,USD,0.9172842172
2023-03-20,EUR,EUR,1.0000000000
2023-03-20,EUR,GBP,1.2204471579
2023-03-20,EUR,USD,0.9141531548
2023-03-21,EUR,EUR,1.0000000000
2023-03-21,EUR,GBP,1.2278487008
2023-03-21,EUR,USD,0.9168593724
2023-03-22,EUR,EUR,1.0000000000
2023-03-22,EUR,GBP,1.2199559669
2023-03-22,EUR,USD,0.9175008033
2023-03-23,EUR,EUR,1.0000000000
2023-03-23,EUR,GBP,1.2242724233
2023-03-23,EUR,USD,0.9205277588
2023-03-24,EUR,EUR,1.0000000000
2023-03-24,EUR,GBP,1.2200777134
2023-03-24,EUR,USD,0.9235219778
2023-03-27,EUR,EUR,1.0000000000
2023-03-27,EUR,GBP,1.2180972265
2023-03-27,EUR,USD,0.9219271084
2023-03-28,EUR,EUR,1.0000000000
2023-03-28,EUR,GBP,1.2039957923
2023-03-28,EUR,USD,0.9308259908
2023-03-29,EUR,EUR,1.0000000000
2023-03-29,EUR,GBP,1.1992904449
2023-03-29,EUR,USD,0.9265027517
2023-03-30,EUR,EUR,1.0000000000
2023-03-30,EUR,GBP,1.2040002892
2023-03-30,EUR,USD,0.9256798796
2023-03-31,EUR,EUR,1.0000000000
2023-03-31,EUR,GBP,1.2088200971
2023-03-31,EUR,USD,0.9178396572
2023-04-03,EUR,EUR,1.0000000000
2023-04-03,EUR,GBP,1.2025751325
2023-04-03,EUR,USD,0.9164761812
2023-04-04,EUR,EUR,1.0000000000
2023-04-04,EUR,GBP,1.2120994892
2023-04-04,EUR,USD,0.9089146180
2023-04-05,EUR,EUR,1.0000000000
2023-04-05,EUR,GBP,1.2153288407
2023-04-05,EUR,USD,0.9082380864
2023-04-06,EUR,EUR,1.0000000000
2023-04-06,EUR,GBP,1.2215876220
2023-04-06,EUR,USD,0.9065446018
2023-04-07,EUR,EUR,1.0000000000
2023-04-07,EUR,GBP,1.2215529197
2023-04-07,EUR,USD,0.9026222892
2023-04-10,EUR,EUR,1.0000000000
2023-04-10,EUR,GBP,1.2256908272
2023-04-10,EUR,USD,0.9036231380
2023-04-11,EUR,EUR,1.0000000000
2023-04-11,EUR,GBP,1.2205856959
2023-04-11,EUR,USD,0.9057809799
2023-04-12,EUR,EUR,1.0000000000
2023-04-12,EUR,GBP,1.2303724239
2023-04-12,EUR,USD,0.8969232815
2023-04-13,EUR,EUR,1.0000000000
2023-04-13,EUR,GBP,1.2265574666
2023-04-13,EUR,USD,0.8998895517
2023-04-14,EUR,EUR,1.0000000000
2023-04-14,EUR,GBP,1.2198565578
2023-04-14,EUR,USD,0.9045996781
2023-04-17,EUR,EUR,1.0000000000
2023-04-17,EUR,GBP,1.2174516263
2023-04-17,EUR,USD,0.9052528969
2023-04-18,EUR,EUR,1.0000000000
2023-04-18,EUR,GBP,1.2090630511
2023-04-18,EUR,USD,0.9029200078
2023-04-19,EUR,EUR,1.0000000000
2023-04-19,EUR,GBP,1.2025212932
2023-04-19,EUR,USD,0.9056403844
2023-04-20,EUR,EUR,1.0000000000
2023-04-20,EUR,GBP,1.2020083849
2023-04-20,EUR,USD,0.9094281748
2023-04-21,EUR,EUR,1.0000000000
2023-04-21,EUR,GBP,1.2001506233
2023-04-21,EUR,USD,0.9111347537
2023-04-24,EUR,EUR,1.0000000000
2023-04-24,EUR,GBP,1.2025897911
2023-04-24,EUR,USD,0.9063031534
2023-04-25,EUR,EUR,1.0000000000
2023-04-25,EUR,GBP,1.2031790591
2023-04-25,EUR,USD,0.9031235359
2023-04-26,EUR,EUR,1.0000000000
2023-04-26,EUR,GBP,1.2044620326
2023-04-26,EUR,USD,0.9053465901
2023-04-27,EUR,EUR,1.0000000000
2023-04-27,EUR,GBP,1.2083276839
2023-04-27,EUR,USD,0.9027935963
2023-04-28,EUR,EUR,1.0000000000
2023-04-28,EUR,GBP,1.2025388844
2023-04-28,EUR,USD,0.9073042391
2023-05-01,EUR,EUR,1.0000000000
2023-05-01,EUR,GBP,1.2138336953
2023-05-01,EUR,USD,0.8969437298
2023-05-02,EUR,EUR,1.0000000000
2023-05-02,EUR,GBP,1.2114440327
2023-05-02,EUR,USD,0.8944548687
2023-05-03,EUR,EUR,1.0000000000
2023-05-03,EUR,GBP,1.2090504238
2023-05-03,EUR,USD,0.8957700808
2023-05-04,EUR,EUR,1.0000000000
2023-05-04,EUR,GBP,1.2047726776
2023-05-04,EUR,USD,0.8969206841
2023-05-05,EUR,EUR,1.0000000000
2023-05-05,EUR,GBP,1.2112681256
2023-05-05,EUR,USD,0.8969065817
2023-05-08,EUR,EUR,1.0000000000
2023-05-08,EUR,GBP,1.2119578083
2023-05-08,EUR,USD,0.8920175705
2023-05-09,EUR,EUR,1.0000000000
2023-05-09,EUR,GBP,1.2101151155
2023-05-09,EUR,USD,0.8944486978
2023-05-10,EUR,EUR,1.0000000000
2023-05-10,EUR,GBP,1.2135255975
2023-05-10,EUR,USD,0.8971157227
2023-05-11,EUR,EUR,1.0000000000
2023-05-11,EUR,GBP,1.2105753574
2023-05-11,EUR,USD,0.8981556291
2023-05-12,EUR,EUR,1.0000000000
2023-05-12,EUR,GBP,1.2136406145
2023-05-12,EUR,USD,0.9004700429
2023-05-15,EUR,EUR,1.0000000000
2023-05-15,EUR,GBP,1.2121763193
2023-05-15,EUR,USD,0.8996709907
2023-05-16,EUR,EUR,1.0000000000
2023-05-16,EUR,GBP,1.2099767087
2023-05-16,EUR,USD,0.9021539374
2023-05-17,EUR,EUR,1.0000000000
2023-05-17,EUR,GBP,1.2131669107
2023-05-17,EUR,USD,0.8972297173
2023-05-18,EUR,EUR,1.0000000000
2023-05-18,EUR,GBP,1.2107315245
2023-05-18,EUR,USD,0.9015459997
2023-05-19,EUR,EUR,1.0000000000
2023-05-19,EUR,GBP,1.2126141730
2023-05-19,EUR,USD,0.9049182391
2023-05-22,EUR,EUR,1.0000000000
2023-05-22,EUR,GBP,1.2139288804
2023-05-22,EUR,USD,0.8967056590
2023-05-23,EUR,EUR,1.0000000000
2023-05-23,EUR,GBP,1.2126948913
2023-05-23,EUR,USD,0.8910983961
2023-05-24,EUR,EUR,1.0000000000
2023-05-24,EUR,GBP,1.2047460746
2023-05-24,EUR,USD,0.8938568649
2023-05-25,EUR,EUR,1.0000000000
2023-05-25,EUR,GBP,1.2124937060
2023-05-25,EUR,USD,0.8935538276
2023-05-26,EUR,EUR,1.0000000000
2023-05-26,EUR,GBP,1.2184775263
2023-05-26,EUR,USD,0.8857712997
2023-05-29,EUR,EUR,1.0000000000
2023-05-29,EUR,GBP,1.2211357126
2023-05-29,EUR,USD,0.8849561838
2023-05-30,EUR,EUR,1.0000000000
2023-05-30,EUR,GBP,1.2233073706
2023-05-30,EUR,USD,0.8820613138
2023-05-31,EUR,EUR,1.0000000000
2023-05-31,EUR,GBP,1.2256075072
2023-05-31,EUR,USD,0.8793642278
2023-06-01,EUR,EUR,1.0000000000
2023-06-01,EUR,GBP,1.2314129054
2023-06-01,EUR,USD,0.8713018540
2023-06-02,EUR,EUR,1.0000000000
2023-06-02,EUR,GBP,1.2244252359
2023-06-02,EUR,USD,0.8708865703
2023-06-05,EUR,EUR,1.0000000000
2023-06-05,EUR,GBP,1.2168929801
2023-06-05,EUR,USD,0.8723907630
2023-06-06,EUR,EUR,1.0000000000
2023-06-06,EUR,GBP,1.2160165129
2023-06-06,EUR,USD,0.8768049546
2023-06-07,EUR,EUR,1.0000000000
2023-06-07,EUR,GBP,1.2182703757
2023-06-07,EUR,USD,0.8768964332
2023-06-08,EUR,EUR,1.0000000000
2023-06-08,EUR,GBP,1.2097130960
2023-06-08,EUR,USD,0.8817733388
2023-06-09,EUR,EUR,1.0000000000
2023-06-09,EUR,GBP,1.2117527130
2023-06-09,EUR,USD,0.8856816052
2023-06-12,EUR,EUR,1.0000000000
2023-06-12,EUR,GBP,1.2138363331
2023-06-12,EUR,USD,0.8856208235
2023-06-13,EUR,EUR,1.0000000000
2023-06-13,EUR,GBP,1.2138210179
2023-06-13,EUR,USD,0.8801985156
2023-06-14,EUR,EUR,1.0000000000
2023-06-14,EUR,GBP,1.2155167728
2023-06-14,EUR,USD,0.8731039411
2023-06-15,EUR,EUR,1.0000000000
2023-06-15,EUR,GBP,1.2156336129
2023-06-15,EUR,USD,0.8753291563
2023-06-16,EUR,EUR,1.0000000000
2023-06-16,EUR,GBP,1.2145616871
2023-06-16,EUR,USD,0.8762389616
2023-06-19,EUR,EUR,1.0000000000
2023-06-19,EUR,GBP,1.2077384630
2023-06-19,EUR,USD,0.8770673069
2023-06-20,EUR,EUR,1.0000000000
2023-06-20,EUR,GBP,1.2086466077
2023-06-20,EUR,USD,0.8791923704
2023-06-21,EUR,EUR,1.0000000000
2023-06-21,EUR,GBP,1.2125787667
2023-06-21,EUR,USD,0.8779460577
2023-06-22,EUR,EUR,1.0000000000
2023-06-22,EUR,GBP,1.2096996050
2023-06-22,EUR,USD,0.8806628866
2023-06-23,EUR,EUR,1.0000000000
2023-06-23,EUR,GBP,1.2072444530
